code,name_full,name_short,name_abbrev,principal_activities,industry_group_name,sector_name,listing_date,delisting_date,web_address,mailing_address,phone_number,fax_number,registry_name,registry_address,registry_phone_number,foreign_exempt,logo_image_url,primary_share_code,recent_announcement,products,latest_annual_reports_id,latest_annual_reports_release_date,latest_annual_reports_document_date,latest_annual_reports_url,latest_annual_reports_title,is_latest_annual_reports_market_sensitive,latest_annual_reports_no_of_pages,isin_code,product_desc,last_price,open_price,day_high_price,day_low_price,change_price,change_in_percent,volume,bid_price,offer_price,previous_close_price,previous_day_percentage_change,year_high_price,year_high_date,year_low_price,year_low_date,last_trade_date,price_to_earning_ratio,earning_per_share,average_daily_volume,annual_dividend_yield,market_cap,number_of_shares,deprecated_market_cap,deprecated_number_of_shares,suspended,indices_index_code,last_dividend_announce_date,last_dividend_ex_date,last_dividend_payable_date,last_dividend_record_date,last_dividend_amount_in_dollars,last_dividend_raw_franked_percentage,last_dividend_type,last_dividend_comments,last_dividend_books_close_date,fundamental_data_date
NVU,NANOVEU LIMITED,NANOVEU,NANOVEU LIMITED,Technology company that shapes vision through the power of modern and cutting-edge nanotechnology. Nano imprint science is applied to deliver vision-based applications.,Technology Hardware & Equipment,Information Technology,2018-11-30T00:00:00+1100,,http://www.nanoveu.com,"Blk 81 Ayer Rajah Crescent, #03-43, ., ., SINGAPORE, 139967",+65 6557 0155,,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,NVU,false,"""shares""",02209250,2020-03-02T08:15:29+1100,2020-02-28T22:50:20+1100,http://www.asx.com.au/asxpdf/20200302/pdf/44fn3y1ss43qf0.pdf,Annual Report to shareholders,false,68,AU0000024796,Ordinary Fully Paid,0.083,0,0,0,0.000,0%,0,0,0,0.083,0%,0.225,2020-05-05T00:00:00+1000,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.025,749272,0,-1,132751203,0,84642212,true,,,,,,,,,,,2020-08-11 00:00:00.000
NVX,NOVONIX LIMITED,NOVONIX,NOVONIX LIMITED,Exploration and mining,Technology Hardware & Equipment,Information Technology,2015-12-02T00:00:00+1100,,http://www.novonixgroup.com,"C/- McCullough Robertson, Level 11, Central Plaza Two, 66 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",00414 970 566,07 3229 9949,LINK MARKET SERVICES LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,false,,NVX,false,"""shares""",02153508,2019-09-30T17:06:34+1000,2019-09-30T17:02:15+1000,http://www.asx.com.au/asxpdf/20190930/pdf/4491lgrmwjr170.pdf,Annual Report to shareholders,false,107,AU000000NVX4,Ordinary Fully Paid,1.18,1.31,1.32,1.135,-0.08,-6.349%,5726083,1.18,1.185,1.26,13.004%,1.54,2020-06-10T00:00:00+1000,0.13,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.2252,3861761,0,439055533,348456772,411179000,348456772,false,,,,,,,,,,,2020-08-11 00:00:00.000
NWC,NEW WORLD RESOURCES LIMITED,NEWWORLDR,NEW WORLD RESOURCES,Diversified Explorer.,Materials,Metals & Mining,2005-09-21T00:00:00+1000,,http://www.newworldres.com,"1 / 100 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9226 1356,+61 8 9226 2027,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,NWC,false,"""shares""",02153671,2019-09-30T18:38:10+1000,2019-09-30T18:34:20+1000,http://www.asx.com.au/asxpdf/20190930/pdf/4491xlnnjdqw43.pdf,Annual Report,false,75,AU0000006934,Ordinary Fully Paid,0.037,0.035,0.037,0.035,0.003,8.824%,13787688,0.035,0.037,0.034,6.25%,0.037,2020-08-11T00:00:00+1000,0.005,2020-04-06T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0122,4748247,0,33552009,986823803,36512000,986823803,false,,,,,,,,,,,2020-08-11 00:00:00.000
NWE,NORWEST ENERGY NL,NORWEST,NORWEST ENERGY NL,Exploration for petroleum resources,Energy,Energy,1997-09-19T00:00:00+1000,,http://www.norwestenergy.com.au/,"Level 2, 30 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9227 3240,(08) 9227 3211,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,NWE,false,"""shares""",02166248,2019-10-30T12:24:44+1100,2019-10-30T12:20:39+1100,http://www.asx.com.au/asxpdf/20191030/pdf/44b1sl603vycmr.pdf,Annual Report to shareholders,false,55,AU000000NWE2,Ordinary Fully Paid,0.003,0.003,0.003,0.003,0.000,0%,6267110,0.003,0.004,0.003,0%,0.008,2019-12-19T00:00:00+1100,0.002,2020-08-06T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0016,4654676,0,14203401,4734467074,14203000,4734467074,false,,,,,,,,,,,2020-08-11 00:00:00.000
NWF,NEWFIELD RESOURCES LIMITED,NEWFIELD,NEWFIELD RESOURCES,Gold exploration.,Materials,Metals & Mining,2012-06-08T00:00:00+1000,,http://www.newfieldresources.com.au,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",(08) 6389 2688,(08) 6389 2588,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,,NWF,false,"""shares""",02153768,2019-10-01T08:10:48+1000,2019-09-30T20:08:49+1000,http://www.asx.com.au/asxpdf/20191001/pdf/44927b7bn9tp37.pdf,Annual Report to shareholders,false,64,AU000000NWF9,Ordinary Fully Paid,0.19,0.18,0.19,0.17,0.00,0%,41724,0.19,0.2,0.19,5.556%,0.2,2020-07-29T00:00:00+1000,0.14,2020-02-14T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0188,66712,0,110446915,581299552,110447000,581299552,false,,,,,,,,,,,2020-08-11 00:00:00.000
NWH,NRW HOLDINGS LIMITED,NRWHOLDLTD,NRW HOLDINGS LIMITED,"Provisions of services, including civil contracting, mining services, and equipment to the resources sector.",Capital Goods,Industrials,2007-09-05T00:00:00+1000,,http://www.nrw.com.au,"181 Great Eastern Highway, BELMONT, WA, AUSTRALIA, 6104",(08) 9232 4200,(08) 92324234,LINK MARKET SERVICES LIMITED,"LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,false,,NWH,false,"""shares"",""warrants""",02166614,2019-10-30T18:09:20+1100,2019-10-30T18:02:57+1100,http://www.asx.com.au/asxpdf/20191030/pdf/44b2k1jhlq2yqg.pdf,Annual Report to shareholders,false,111,AU000000NWH5,Ordinary Fully Paid,1.815,1.705,1.845,1.695,0.115,6.765%,5201916,1.815,1.825,1.7,0.592%,3.45,2020-01-20T00:00:00+1100,1,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,17.35,0.098,4341792,2.65,725365153,426685384,774434000,426685384,false,"XJO,XKO,XAO,XSO,XAT,XNJ",2020-02-20T00:00:00+1100,2020-03-27T00:00:00+1100,2020-06-09T00:00:00+1000,2020-03-30T00:00:00+1100,0.025,100.0,Interim,"AUD 0.025 FRANKED, 3 0% CTR",2020-03-30T00:00:00+1100,2020-08-11 00:00:00.000
NWL,NETWEALTH GROUP LIMITED,NETWEALTH,NETWEALTH GROUP,Provider of superannuation and non-superannuation platform products to financial intermediaries and clients,Diversified Financials,Financials,2017-11-20T00:00:00+1100,,http://netwealth.com.au,"Level 8, 52 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9655 1300,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/NWL?image_size=L&v=1510898943000,NWL,false,"""shares"",""warrants""",02134801,2019-08-19T09:14:30+1000,2019-08-19T09:09:04+1000,http://www.asx.com.au/asxpdf/20190819/pdf/447l7gvrprdklz.pdf,2019 Full Year Annual Report & Appendix 4E,true,108,AU000000NWL7,Ordinary Fully Paid,13.2,12.74,13.44,12.58,0.4,3.125%,1080126,13,13.34,12.8,1.587%,13.44,2020-08-11T00:00:00+1000,4.8,2020-03-16T00:00:00+1100,2020-08-11T00:00:00+1000,78.87,0.1623,595216,0,3042495962,237694997,3137574000,237694997,false,"XJO,XKO,XAO,XSO,XAT,XFJ,XXJ",2020-02-18T00:00:00+1100,2020-02-25T00:00:00+1100,2020-03-26T00:00:00+1100,2020-02-26T00:00:00+1100,0.069,100.0,Interim,"AUD 0.069 FRANKED, 3 0% CTR",2020-02-26T00:00:00+1100,2020-08-11 00:00:00.000
NWM,NORWEST MINERALS LIMITED,NORWESTMIN,NORWEST MINERALS,Gold and base metals exploration in Western Australia,Materials,Metals & Mining,2018-11-29T00:00:00+1100,,http://www.norwestminerals.com.au,"Suite 1A, Level 1, 7 Ventnor Ave, WEST PERTH, WA, AUSTRALIA, 6005",,,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,,NWM,false,"""shares""",02151614,2019-09-26T16:51:29+1000,2019-09-26T16:38:49+1000,http://www.asx.com.au/asxpdf/20190926/pdf/448x1thcm7z950.pdf,Annual Report to shareholders,false,71,AU0000025280,Ordinary Fully Paid,0.13,0,0,0,0.00,0%,0,0.12,0.14,0.13,0%,0.235,2019-09-04T00:00:00+1000,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,19.4,0.0067,17636,0,10899223,83840179,7665000,58961059,false,,,,,,,,,,,2020-08-11 00:00:00.000
NWS,NEWS CORPORATION..,NEWS CORP,NEWS CORP..,"Global newspaper and book publishing, related media and information services, integrated marketing services, digital real estate and education services, sports programming and pay-TV distribution in Australia.",Media & Entertainment,Communication Services,2013-06-19T00:00:00+1000,,http://www.newscorp.com,"2 Holt Street, SURRY HILLS, NSW, AUSTRALIA, 2010",(02) 9288 3000,(02) 9288 3275,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,false,,NWS,false,"""shares""",02156333,2019-10-08T08:21:03+1100,2019-10-08T07:48:50+1100,http://www.asx.com.au/asxpdf/20191008/pdf/4498qq5j5x9v3m.pdf,2019 Annual Report,false,182,AU000000NWS2,Class B Voting Common Stock-cdi 1:1,20.98,21.05,21.32,20.82,0.17,0.817%,98408,19.81,21.25,20.81,6.445%,22.74,2020-02-20T00:00:00+1100,13.1,2020-04-03T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.4393,152665,1.05,12051359614,579113869,995680000,47458514,false,"XJO,XKO,XAO,XSO,XTJ",2020-02-07T00:00:00+1100,2020-03-10T00:00:00+1100,2020-04-15T00:00:00+1000,2020-03-11T00:00:00+1100,0.115472,0.0,Interim,"USD 0.1, 30% WHT",2020-03-11T00:00:00+1100,2020-08-11 00:00:00.000
NXE,NEW ENERGY MINERALS LTD,NEWENERGY,NEW ENERGY MINERALS,Graphite Exploration in Mozambique.,Materials,Metals & Mining,2002-05-10T00:00:00+1000,,http://www.newenergyminerals.com.au,"C/ MVP Financial, Level 1, 9 Bowman Street, SOUTH PERTH, WA, AUSTRALIA, 6151",+61 8 9217 2400,+61 8 9217 2401,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,NXE,false,"""shares""",02152570,2019-09-27T18:25:16+1000,2019-09-27T18:17:50+1000,http://www.asx.com.au/asxpdf/20190927/pdf/448z41ybf90j42.pdf,Annual Report to shareholders,false,110,AU0000026940,Ordinary Fully Paid,0.014,0,0,0,0.000,0%,0,0.014,0.015,0.014,-6.667%,0.028,2019-08-20T00:00:00+1000,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0778,248053,0,2399051,171360810,2399000,171360810,false,,,,,,,,,,,2020-08-11 00:00:00.000
NXM,NEXUS MINERALS LIMITED,NEXUS MINS,NEXUS MINERALS LTD,"Gold, copper and iron exploration.",Materials,Metals & Mining,2007-02-23T00:00:00+1100,,http://www.nexus-minerals.com,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",(08) 9481 1749,(08) 9481 1756,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,,NXM,false,"""shares""",02151633,2019-09-26T17:06:24+1000,2019-09-26T16:53:55+1000,http://www.asx.com.au/asxpdf/20190926/pdf/448x30p2qcbr7c.pdf,Annual Report,false,77,AU000000NXM3,Ordinary Fully Paid,0.072,0.073,0.073,0.072,0.000,0%,623621,0.071,0.074,0.072,-1.37%,0.082,2020-07-06T00:00:00+1000,0.035,2020-03-16T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0181,1013328,0,10628840,147622778,10629000,147622778,false,,,,,,,,,,,2020-08-11 00:00:00.000
NXS,NEXT SCIENCE LIMITED,NEXTSCIENC,NEXT SCIENCE LIMITED,"Commercialising and developing its Xbio technology, which is a non-toxic technology with proven efficacy in eradicating both biofilm based and free-floating bacteria, in a range of products for the treatment of biofilm based infections.",Health Care Equipment & Services,Health Care,2019-04-18T00:00:00+1000,,http://www.nextscience.com,"Suite 1902 Level 19, Tower A, The Zenith Building, CHATSWOOD, NSW, AUSTRALIA, 2067",02 8607 5124,02 9287 0350,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/NXS?image_size=L&v=1587509894000,NXS,false,"""shares""",02224056,2020-04-09T13:34:53+1000,2020-04-09T13:31:27+1000,http://www.asx.com.au/asxpdf/20200409/pdf/44gvpjzq7631gq.pdf,Next Science 2019 Annual Report,false,77,AU0000041329,Ordinary Fully Paid,1.275,1.285,1.3,1.275,0.005,0.394%,58184,1.275,1.29,1.27,0.395%,3.35,2019-09-18T00:00:00+1000,1,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.1235,189233,0,230564281,181546678,138591000,108698871,false,"XAO,XEC",,,,,,,,,,2020-08-11 00:00:00.000
NXT,NEXTDC LIMITED,NEXTDC,NEXTDC LIMITED,"Establishment, development and operation of data centre facilities.",Software & Services,Information Technology,2010-12-13T00:00:00+1100,,http://www.NEXTDC.com,"20 Wharf Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3177 4777,(07) 3177 4788,LINK MARKET SERVICES LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/NXT?image_size=L&v=1383181299000,NXT,false,"""shares"",""warrants""",02139999,2019-08-29T08:07:18+1000,2019-08-28T23:56:27+1000,http://www.asx.com.au/asxpdf/20190829/pdf/447zf01v3ml1h7.pdf,FY19 Annual Report,false,116,AU000000NXT8,Ordinary Fully Paid,11.7,11.86,11.87,11.58,-0.25,-2.092%,1758825,11.65,11.74,11.95,-0.665%,12.17,2020-08-10T00:00:00+1000,5.71,2019-08-29T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0336,2508196,0,5448103910,455908277,5324044000,455046464,false,"XTO,XJO,XKO,XAO,XMD,XAT,XIJ",,,,,,,,,,2020-08-11 00:00:00.000
NYR,NYRADA INC.,NYRADA,NYRADA INC.,Drug research and development,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,2020-01-16T00:00:00+1100,,http://www.nyrada.com/site/content/,"Suite 3, Level 4, 828 Pacific Highway, GORDON, NSW, AUSTRALIA, 2072",+61 2 9053 1990,+ 61 2 9053 1999,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,https://www.asx.com.au/asx/1/image/logo/NYR?image_size=L&v=1577151611000,NYR,false,"""shares""",,,,,,,,AU0000070195,Chess Depositary Interests 1:1 Us Prohibited,0.195,0.2,0.2,0.185,-0.005,-2.5%,295996,0.185,0.195,0.2,-4.762%,0.37,2020-07-06T00:00:00+1000,0.11,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,0,439509,0,21876744,109383722,14834000,76072869,false,,,,,,,,,,,2020-08-11 00:00:00.000
NZK,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,NZKSALMON,NZK SALMON LTD,Aquaculture producer of the king salmon species,"Food, Beverage & Tobacco",Consumer Staples,2016-10-19T00:00:00+1100,,http://www.kingsalmon.co.nz,"93 Beatty Street, Annesbrook, ., NELSON, ., NEW ZEALAND, 7011",+64 3 548 5714,,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,true,,NZK,false,"""shares""",02152679,2019-09-30T07:35:42+1000,2019-09-30T07:01:42+1000,http://www.asx.com.au/asxpdf/20190930/pdf/448zxgdf804fh0.pdf,NZK FY19 Annual Report,false,63,NZNZKE0003S0,Ordinary Fully Paid Foreign Exempt Nzx,1.675,0,0,0,0.000,0%,0,1.6,1.8,1.675,-4.83%,2.24,2019-10-10T00:00:00+1100,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,14.44,0.116,1935,0,232800939,138985635,232801000,138985635,false,,2020-03-02T00:00:00+1100,2020-03-05T00:00:00+1100,2020-03-20T00:00:00+1100,2020-03-06T00:00:00+1100,0.01910007,0.0,Interim,"NZD 0.02, 0.003529 S UP, 15% WHT",2020-03-06T00:00:00+1100,2020-08-11 00:00:00.000
NZM,NZME LIMITED,NZME LTD,NZME LIMITED,"NZME is one of New Zealand's leading media and entertainment businesses and includes some of New Zealand's most recognised publishing, radio and media brands, including The New Zealand Herald, NZME Radio and deals website GrabOne.",Media & Entertainment,Communication Services,2016-06-27T00:00:00+1000,,http://www.nzme.co.nz,"2 Graham Street, ., ., AUCKLAND CENTRAL, ., NEW ZEALAND, 1010",64 27 479 0697,+64,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,true,https://www.asx.com.au/asx/1/image/logo/NZM?image_size=L&v=1536702755000,NZM,false,"""shares""",02206063,2020-02-25T07:38:22+1100,2020-02-25T07:06:00+1100,http://www.asx.com.au/asxpdf/20200225/pdf/44fdknnx2z8777.pdf,2019 Annual Report,false,102,NZNZME0001S0,Ordinary Fully Paid Foreign Exempt Nzx,0.255,0.255,0.255,0.255,0.005,2%,59022,0.24,0.26,0.25,0%,0.505,2019-08-12T00:00:00+1000,0.155,2020-03-24T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.8046,98783,0,49139000,196555998,50122000,196555998,false,,,,,,,,,,,2020-08-11 00:00:00.000
NZS,NEW ZEALAND COASTAL SEAFOODS LIMITED,NZ COASTAL,NEW ZEALAND COASTAL,"Processor, distributor and exporter of premium seafood products","Food, Beverage & Tobacco",Consumer Staples,2007-06-19T00:00:00+1000,,http://www.nzcoastalseafoods.com,"Suite 5 CPC, 145 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",08 9389 3170,08 9389 3199,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,NZS,true,"""shares""",02141687,2019-08-30T17:14:54+1000,2019-08-30T17:12:37+1000,http://www.asx.com.au/asxpdf/20190830/pdf/4482ypkg85p4sd.pdf,Appendix 4E and Annual Report to Shareholders,true,46,AU0000054074,Ordinary Fully Paid,0.067,0.055,0.084,0.055,0.015,28.846%,81941757,0.067,0.068,0.052,36.842%,0.084,2020-08-11T00:00:00+1000,0.007,2020-03-25T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.199,18038932,0,37871134,728291042,33278000,496686358,false,,,,,,,,,,,2020-08-11 00:00:00.000
OAR,OAKDALE RESOURCES LIMITED,OAKDALE,OAKDALE RESOURCE LTD,Mineral Exploration,Materials,Metals & Mining,1998-12-17T00:00:00+1100,,http://www.oakdaleresources.com.au,"Unit 3, 32 Harrogate Street, WEST LEEDER, WA, AUSTRALIA, 6007",08 6117 4797,08 6117 4797,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,,OAR,false,"""shares""",02165805,2019-10-29T20:27:19+1100,2019-10-29T20:21:30+1100,http://www.asx.com.au/asxpdf/20191029/pdf/44b0sjkmpmq2ff.pdf,Revised 2019 Annual Report,false,73,AU000000OAR8,Ordinary Fully Paid,0.003,0.003,0.003,0.003,0.000,0%,8022166,0.003,0.004,0.003,0%,0.016,2019-09-30T00:00:00+1000,0,2020-03-20T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0123,13225191,0,4206901,1402300440,4177000,1392300440,false,,,,,,,,,,,2020-08-11 00:00:00.000
OAU,ORA GOLD LIMITED,ORAGOLD,ORA GOLD LIMITED,"Exploration for copper, nickel, base metals and uranium.",Materials,Metals & Mining,2001-03-22T00:00:00+1100,,http://www.thundelarra.com,"Suite 8, Level 2, 47 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 9389 6927,+61 8 9389 5593,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,OAU,false,"""shares""",02188075,2019-12-20T15:25:33+1100,2019-12-20T15:21:55+1100,http://www.asx.com.au/asxpdf/20191220/pdf/44csg72bkz2nsb.pdf,Annual Report 2019,false,81,AU0000040784,Ordinary Fully Paid,0.016,0.019,0.019,0.016,-0.003,-15.789%,1403413,0.016,0.018,0.019,0%,0.031,2019-10-21T00:00:00+1100,0.009,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0051,1218850,0,15976059,840845222,13454000,840845222,false,,,,,,,,,,,2020-08-11 00:00:00.000
OBJ,OBJ LIMITED,OBJ LTD,OBJ LIMITED,"OBJ is a leading developer of magnetic, micro-array drug and ingredient delivery technologies.  OBJ has over 100 years of combined expertise in transdermal, perdermal, appendageal and sub-surface drug and ingredient delivery and associated product develop","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,2000-05-29T00:00:00+1000,,http://www.obj.com.au,"Level 1, 284 Oxford Street, LEEDERVILLE, WA, AUSTRALIA, 6007",08 9443 3011,08 9443 9960,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,,OBJ,false,"""shares""",02152248,2019-09-27T15:07:55+1000,2019-09-27T15:04:29+1000,http://www.asx.com.au/asxpdf/20190927/pdf/448ygzhsw39560.pdf,2019 Annual Report,false,62,AU000000OBJ3,Ordinary Fully Paid,0,0,0,0,,,0,0,0,0,,0.014,2019-10-18T00:00:00+1100,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0012,0,0,-1,101693957,0,101693957,true,,,,,,,,,,,2020-08-11 00:00:00.000
OBL,OMNI BRIDGEWAY LIMITED,OMNIBRIDGE,OMNI BRIDGEWAY LTD,Provision of litigation funding and support services to insolvency and legal practitioners.,Diversified Financials,Financials,2000-01-28T00:00:00+1100,,https://imf.com.au,"Level 18, 68 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8223 3567,02 8223 3555,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,OBL,false,"""shares"",""floating-rate-notes""",,,,,,,,AU0000082489,Ordinary Fully Paid,4.23,4.23,4.26,4.13,-0.12,-2.759%,1046745,4.15,4.25,4.35,-1.361%,5.38,2020-06-19T00:00:00+1000,2.867,2019-09-05T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.2146,959128,0.69,1086913803,249865242,1056930000,249865242,false,"XJO,XKO,XAO,XSO,XAT,XFJ,XXJ",2020-02-20T00:00:00+1100,2020-02-26T00:00:00+1100,2020-03-20T00:00:00+1100,2020-02-27T00:00:00+1100,0.03,100.0,Interim,"AUD 0.03 FRANKED, 30 % CTR, DRP 3.5% DISC",2020-02-27T00:00:00+1100,2020-08-11 00:00:00.000
OBM,ORA BANDA MINING LTD,ORABANDA,ORA BANDA MINING LTD,Minerals Exploration.,Materials,Metals & Mining,2002-10-29T00:00:00+1100,,http://www.orabandamining.com.au,"Level 1, 2 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6365 4548,(08) 6365 4548,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/OBM?image_size=L&v=1581321544000,OBM,false,"""shares""",02152686,2019-09-30T08:02:07+1000,2019-09-27T19:27:03+1000,http://www.asx.com.au/asxpdf/20190930/pdf/448zy098wm4vn8.pdf,Annual Report,false,96,AU0000050130,Ordinary Fully Paid,0.35,0.38,0.38,0.35,-0.035,-9.091%,2116752,0.35,0.355,0.385,-2.532%,0.42,2020-07-28T00:00:00+1000,0.093,2020-03-19T00:00:00+1100,2020-08-11T00:00:00+1000,3.12,0.1234,2029351,0,282820706,734599236,257110000,734599236,false,,,,,,,,,,,2020-08-11 00:00:00.000
OCA,OCEANIA HEALTHCARE LIMITED,OCEA HEALT,OCEANIA HEALTHC LTD,Aged care services ¿ ownership and operation of retirement villages,Health Care Equipment & Services,Health Care,2017-05-05T00:00:00+1000,,http://www.oceaniahealthcare.co.nz/,"C/o Allens Corporate Services Pty Ltd, Level 5, Deutsche Bank Place, SYDNEY, NSW, AUSTRALIA, 2000",+64 9 361 0483,,COMPUTERSHARE INVESTOR SERVICES LIMITED,"LEVEL 2, 159 HURSTMERE ROAD, TAKAPUNA   AUCKLAND, NEW ZEALAND, 1039",(64) 9 488 8700,true,,OCA,false,"""shares""",02257647,2020-07-23T07:32:18+1000,2020-07-23T06:17:55+1000,http://www.asx.com.au/asxpdf/20200723/pdf/44krmtqr7g7j9l.pdf,Annual Report to shareholders,false,104,NZOCAE0002S0,Ordinary Fully Paid Foreign Exempt Nzx,0.94,0,0,0,0.00,0%,0,0.925,0.98,0.94,0%,1.28,2020-01-24T00:00:00+1100,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0205,16748,0,580972812,618056183,580973000,618056183,false,,2020-07-23T00:00:00+1000,2020-07-31T00:00:00+1000,2020-08-17T00:00:00+1000,2020-08-03T00:00:00+1000,0.00949543,0.0,Final,"NZD 0.012, 15% WHT,  DRP 2.5% DISC, EST$A",2020-08-03T00:00:00+1000,2020-08-11 00:00:00.000
