code,name_full,name_short,name_abbrev,principal_activities,industry_group_name,sector_name,listing_date,delisting_date,web_address,mailing_address,phone_number,fax_number,registry_name,registry_address,registry_phone_number,foreign_exempt,logo_image_url,primary_share_code,recent_announcement,products,latest_annual_reports_id,latest_annual_reports_release_date,latest_annual_reports_document_date,latest_annual_reports_url,latest_annual_reports_title,is_latest_annual_reports_market_sensitive,latest_annual_reports_no_of_pages,isin_code,product_desc,last_price,open_price,day_high_price,day_low_price,change_price,change_in_percent,volume,bid_price,offer_price,previous_close_price,previous_day_percentage_change,year_high_price,year_high_date,year_low_price,year_low_date,last_trade_date,price_to_earning_ratio,earning_per_share,average_daily_volume,annual_dividend_yield,market_cap,number_of_shares,deprecated_market_cap,deprecated_number_of_shares,suspended,indices_index_code,last_dividend_announce_date,last_dividend_ex_date,last_dividend_payable_date,last_dividend_record_date,last_dividend_amount_in_dollars,last_dividend_raw_franked_percentage,last_dividend_type,last_dividend_comments,last_dividend_books_close_date,fundamental_data_date
IIND,BETASHARES INDIA QUALITY ETF.,BETA IIND,BETASHARES INDIA.,"The Fund¿s objective is to provide an investment return that tracks the performance of the Solactive India Quality Select Index NTR, before taking into account fees, expenses and taxes.",Not Applic,Not Applic,2019-08-06T00:00:00+1000,,http://www.betashares.com.au,"Level 11, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9290 6806,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,IIND,false,"""shares"",""etps""",,,,,,,,AU0000053126,Exchange Traded Fund Units Fully Paid,8.05,8.06,8.1,8.05,-0.01,-0.124%,4523,8.05,8.1,8.06,0.499%,9.07,2020-02-13T00:00:00+1100,6.34,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,14909,0,0,0,23184000,2880015,false,,,,,,,,,,,2020-08-13 00:00:00.000
IJH,ISHARES S&P MID-CAP ETF,ISCMIDCAP,ISHARES MID-CAP ETF,An iShares fund is an exchange traded fund. The shares of an iShares fund trade on a continuous basis at prevailing market prices. Each iShares fund holds a portfolio of securities managed to generally correspond to the performance of a particular index of stocks or bonds chosen to reflect the performance of a securities sector.,Not Applic,Not Applic,2007-10-10T00:00:00+1000,,http://www.iShares.com.au,"BlackRock Investment Management (Aust), Level 37, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9272 2200,(02) 9272 2566,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,false,,IJH,false,"""shares"",""etps""",,,,,,,,AU000000IJH2,Exchange Traded Fund Units Fully Paid,272.09,271.4,272.09,271.4,-1.81,-0.661%,106,271.96,273.42,273.9,0.891%,317.79,2020-02-21T00:00:00+1100,150,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,4.4,62.2855,1974,1.52,122598462,447603,121788000,447603,false,,2020-06-23T00:00:00+1000,2020-07-01T00:00:00+1000,2020-07-13T00:00:00+1000,2020-07-02T00:00:00+1000,1.16367173,0.0,Final,AUD DRP,2020-07-02T00:00:00+1000,2020-08-13 00:00:00.000
IJP,ISHARES MSCI JAPAN ETF,ISHMSJAP,ISHS MSCI JAPAN ETF,An iShares fund is an exchange traded fund. The shares of an iShares fund trade on a continuous basis at prevailing market prices. Each iShares fund holds a portfolio of securities managed to generally correspond to the performance of a particular index of stocks or bonds chosen to reflect the performance of a securities sector.,Not Applic,Not Applic,2007-10-10T00:00:00+1000,,http://www.iShares.com.au,"BlackRock Investment Management (Aust), Level 37, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9272 2200,(02) 9272 2566,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,false,,IJP,false,"""shares"",""etps""",,,,,,,,AU000000IJP5,Exchange Traded Fund Units Fully Paid,80.94,80.82,81.1,80.6,0.57,0.709%,4958,80.82,81.5,80.37,1.426%,89.86,2019-12-09T00:00:00+1100,65.21,2020-03-16T00:00:00+1100,2020-08-13T00:00:00+1000,6,13.3873,7339,1.77,262901522,3271140,264766000,3271140,false,,2020-06-23T00:00:00+1000,2020-07-01T00:00:00+1000,2020-07-13T00:00:00+1000,2020-07-02T00:00:00+1000,0.56400703,0.0,Final,AUD DRP,2020-07-02T00:00:00+1000,2020-08-13 00:00:00.000
IJR,ISHARES S&P SMALL-CAP ETF,ISCSMLCAP,ISHARES SMALL-CAP,An iShares fund is an exchange traded fund. The shares of an iShares fund trade on a continuous basis at prevailing market prices. Each iShares fund holds a portfolio of securities managed to generally correspond to the performance of a particular index of stocks or bonds chosen to reflect the performance of a securities sector.,Not Applic,Not Applic,2007-10-10T00:00:00+1000,,http://www.iShares.com.au,"BlackRock Investment Management (Aust), Level 37, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9272 2200,(02) 9272 2566,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,false,,IJR,false,"""shares"",""etps""",,,,,,,,AU000000IJR1,Exchange Traded Fund Units Fully Paid,105.86,106.06,106.06,105.47,-1.09,-1.019%,1900,105.58,106.52,106.95,0.982%,126.84,2020-02-21T00:00:00+1100,78,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,4.19,25.5222,3222,1.4,182546752,1706842,180686000,1706842,false,,2020-06-23T00:00:00+1000,2020-07-01T00:00:00+1000,2020-07-13T00:00:00+1000,2020-07-02T00:00:00+1000,0.37775694,0.0,Final,AUD DRP,2020-07-02T00:00:00+1000,2020-08-13 00:00:00.000
IKE,IKEGPS GROUP LIMITED,IKE GPS,IKEGPS GROUP LTD,"Developing, marketing and selling measurement solutions for different industries.",Technology Hardware & Equipment,Information Technology,2016-11-21T00:00:00+1100,,http://ikegps.com,"Level 1, 42 Adelaide Road, Mount Cook, WELLINGTON, ., NEW ZEALAND, 6021",64 4 382 8064,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,true,,IKE,false,"""shares""",,,,,,,,NZIKEE0001S9,Ordinary Fully Paid Foreign Exempt Nzx,0.87,0.85,0.87,0.85,0.045,5.455%,128200,0.85,0.87,0.825,-2.941%,0.89,2020-07-31T00:00:00+1000,0.537,2019-09-10T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0585,151654,0,103279117,125186809,108913000,125186809,false,,,,,,,,,,,2020-08-13 00:00:00.000
IKO,ISHARES MSCI SOUTH KOREA ETF,ISHMCISK,ISHARES MSCI SK ETF,An iShares fund is an exchange traded fund. The shares of an iShares fund trade on a continuous basis at prevailing market prices. Each iShares fund holds a portfolio of securities managed to generally correspond to the performance of a particular index of stocks or bonds chosen to reflect the performance of a securities sector.,Not Applic,Not Applic,2007-11-15T00:00:00+1100,,http://www.iShares.com.au,"BlackRock Investment Management (Aust), Level 37, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9272 2200,(02) 9272 2566,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,false,,IKO,false,"""shares"",""etps""",,,,,,,,AU000000IKO6,Exchange Traded Fund Units Fully Paid,93.6,93.87,94.48,93.6,0.42,0.451%,2121,91,0,93.18,0.866%,95.75,2020-01-21T00:00:00+1100,65,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,12.59,7.4034,2236,1.45,93231249,1000550,93651000,1000550,false,,2020-06-23T00:00:00+1000,2020-07-01T00:00:00+1000,2020-07-13T00:00:00+1000,2020-07-02T00:00:00+1000,1.35321978,0.0,Final,AUD DRP,2020-07-02T00:00:00+1000,2020-08-13 00:00:00.000
IKW,IKWEZI MINING LIMITED,IKWEZI,IKWEZI MINING LTD,Exploration and development of coal projects in South Africa.,Energy,Energy,2011-07-19T00:00:00+1000,,http://ikwezimining.com,"Clarendon House, 2 Church Street, AUSTRALIA,",27 10 446 8452,+27 86 476 6159,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/IKW?image_size=L&v=1590745423000,IKW,false,"""shares""",02168075,2019-11-01T08:06:01+1100,2019-11-01T00:58:35+1100,http://www.asx.com.au/asxpdf/20191101/pdf/44b5q4dcgjmn67.pdf,Annual Report to shareholders,false,68,BMG471001054,Ordinary Fully Paid,0.003,0.003,0.003,0.003,0.001,50%,83333,0.002,0.003,0.002,0%,0.004,2020-01-15T00:00:00+1100,0.001,2020-06-30T00:00:00+1000,2020-08-13T00:00:00+1000,6.67,0.0003,372465,0,8130000,4065000000,12195000,4065000000,false,,,,,,,,,,,2020-08-13 00:00:00.000
ILB,ISHARES GOVERNMENT INFLATION ETF,ISHGOVINF,ISHARES GOV INFL,"The Fund aims to provide investors with the performance of the market, before fees and expenses, as represented by the UBS Government Inflation Index (the Index).",Not Applic,Not Applic,2012-03-14T00:00:00+1100,,http://www.ishares.com.au,"BlackRock Investment Management (Aust), Level 37, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9272 2200,(02) 9272 2566,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,false,,ILB,false,"""shares"",""etps""",,,,,,,,AU000000ILB1,Exchange Traded Fund Units Fully Paid,130.81,130.7,130.81,129.96,-0.18,-0.137%,518,130.25,130.81,130.99,0.222%,132.83,2020-03-09T00:00:00+1100,111.41,2020-03-19T00:00:00+1100,2020-08-13T00:00:00+1000,13.02,10.0624,3090,1.05,147284108,1124392,147082000,1124392,false,,2020-06-23T00:00:00+1000,2020-07-01T00:00:00+1000,2020-07-13T00:00:00+1000,2020-07-02T00:00:00+1000,0.51034417,0.0,Final,AUD DRP,2020-07-02T00:00:00+1000,2020-08-13 00:00:00.000
ILC,ISHARES S&P/ASX 20 ETF,ISHLGECAP,ISHARES S&P/ASX 20,Aim to closely track the performance of the S&P/ASX 20 Index.,Not Applic,Not Applic,2010-12-09T00:00:00+1100,,http://www.iShares.com.au,"BlackRock Investment Management (Aust), Level 37, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",02 9272 2200,02 9272 2566,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,false,,ILC,false,"""shares"",""warrants"",""etps""",,,,,,,,AU000000ILC9,Exchange Traded Fund Units Fully Paid,23.4,23.78,23.78,23.36,-0.24,-1.015%,10453,23.3,24,23.64,-0.127%,28.02,2020-02-20T00:00:00+1100,17.89,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,5.05,4.6789,24990,4.1,328104146,13879194,324773000,13879194,false,,2020-06-23T00:00:00+1000,2020-07-01T00:00:00+1000,2020-07-13T00:00:00+1000,2020-07-02T00:00:00+1000,0.07943445,66.5104,Final,"AUD EST 0.0528 FRANK ED, 30% CTR, 0.0158",2020-07-02T00:00:00+1000,2020-08-13 00:00:00.000
ILU,ILUKA RESOURCES LIMITED,ILUKA RES,ILUKA RESOURCES,Production of mineral sands.,Materials,Metals & Mining,1962-06-30T00:00:00+1000,,http://www.iluka.com,"Level 17, 240 St George's Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9360 4700,+61 8 9360 4777,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/ILU?image_size=L&v=1439793094000,ILU,false,"""shares"",""options"",""warrants""",02204263,2020-02-20T08:05:33+1100,2020-02-20T00:47:22+1100,http://www.asx.com.au/asxpdf/20200220/pdf/44f7y1gk8fv8jk.pdf,Annual Report 2019 including Appendix 4E,true,162,AU000000ILU1,Ordinary Fully Paid,9.68,9.65,9.77,9.52,0.05,0.519%,1678903,9.64,9.68,9.63,-0.414%,10.58,2020-02-20T00:00:00+1100,5.72,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.663,1838338,1.35,4071272028,422769681,4092411000,422769681,false,"XTO,XJO,XKO,XAO,XMD,XAT,XMJ,XMM,XJR",2020-02-20T00:00:00+1100,2020-03-05T00:00:00+1100,2020-04-02T00:00:00+1100,2020-03-06T00:00:00+1100,0.08,100.0,Final,"AUD 0.08 FRANKED, 30 % CTR, DRP NIL DISC",2020-03-06T00:00:00+1100,2020-08-13 00:00:00.000
IMA,IMAGE RESOURCES NL,IMAGE RES,IMAGE RESOURCES NL,Mining Development and Exploration.,Materials,Metals & Mining,2002-07-04T00:00:00+1000,,http://www.imageres.com.au/,"Ground Floor, 23 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",61 8 9485 2410,61 8 9240 7845,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,IMA,false,"""shares""",02209337,2020-03-02T08:31:09+1100,2020-03-02T08:19:08+1100,http://www.asx.com.au/asxpdf/20200302/pdf/44fn97fsfm4gbl.pdf,Annual Report to shareholders,false,35,AU000000IMA1,Ordinary Fully Paid,0.2,0.205,0.205,0.197,-0.005,-2.439%,1145967,0.195,0.205,0.205,2.5%,0.282,2019-09-23T00:00:00+1000,0.12,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,9.58,0.0214,1306756,0,201100879,980979899,196196000,980979899,false,"XAO,XEC",,,,,,,,,,2020-08-13 00:00:00.000
IMC,IMMURON LIMITED,IMMURON,IMMURON LIMITED,"Immuron is a biopharmaceutical company focused on oral immunotherapy treatments using dairy-derived antibody products for humans relating to gastrointestinal health, liver diseases such as fatty liver/NASH and infectious diseases such as Clostridium diffi","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1999-04-30T00:00:00+1000,,http://www.immuron.com,"Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",+61 (0)3 9824 5254,+61 (0)3 9822 7735,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,https://www.asx.com.au/asx/1/image/logo/IMC?image_size=L&v=1432193081000,IMC,false,"""shares""",02141712,2019-08-30T17:27:24+1000,2019-08-30T17:24:43+1000,http://www.asx.com.au/asxpdf/20190830/pdf/448307f0rp94v8.pdf,Appendix 4E & Annual Report to shareholders,true,84,AU000000IMC7,Ordinary Fully Paid,0.375,0.365,0.375,0.355,0.000,0%,832360,0.365,0.375,0.375,1.351%,0.95,2020-07-21T00:00:00+1000,0.05,2020-03-25T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0285,3671727,0,84037502,224100006,84038000,224100006,false,,,,,,,,,,,2020-08-13 00:00:00.000
IMD,IMDEX LIMITED,IMDEX,IMDEX LIMITED,Provider of leading real time sub-surface technologies to the global minerals industry and other targeted non-mining markets.,Materials,Metals & Mining,1987-09-24T00:00:00+1000,,http://www.imdexlimited.com,"216 Balcatta Road, BALCATTA, WA, AUSTRALIA, 6021",08 9445 4010,08 9445 4042,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/IMD?image_size=L&v=1507592756000,IMD,false,"""shares""",02134674,2019-08-19T08:15:10+1000,2019-08-18T19:58:21+1000,http://www.asx.com.au/asxpdf/20190819/pdf/447kznx7tlm46m.pdf,Annual Report to shareholders,false,23,AU000000IMD5,Ordinary Fully Paid,1.425,1.31,1.45,1.31,0.055,4.015%,1086947,1.425,1.445,1.37,0%,1.71,2020-02-26T00:00:00+1100,0.76,2020-03-25T00:00:00+1100,2020-08-13T00:00:00+1000,16.17,0.0847,1384668,1.75,537719668,392496108,559307000,392496108,false,"XKO,XAO,XSO,XMM",2020-02-17T00:00:00+1100,2020-03-09T00:00:00+1100,2020-03-24T00:00:00+1100,2020-03-10T00:00:00+1100,0.01,100.0,Interim,"AUD 0.01 FRANKED, 30 % CTR",2020-03-10T00:00:00+1100,2020-08-13 00:00:00.000
IME,IMEXHS LIMITED,IMEXHS,IMEXHS LIMITED,Providing leading medical imaging software to healthcare facilities.,Health Care Equipment & Services,Health Care,2005-12-14T00:00:00+1100,,http://www.imexhs.com,"122 O'Riordan Street, MASCOT, NSW, AUSTRALIA, 2020",+61 2 9030 0040,+61 2 9030 0041,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,,IME,false,"""shares""",02225991,2020-04-17T16:27:59+1000,2020-04-17T16:23:39+1000,http://www.asx.com.au/asxpdf/20200417/pdf/44h1bq76hpm4nh.pdf,Annual Report to shareholders,false,77,AU0000023053,Ordinary Fully Paid,0.029,0.032,0.032,0.029,-0.002,-6.452%,1130049,0.029,0.03,0.031,-3.125%,0.059,2019-08-12T00:00:00+1000,0.015,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0093,1571274,0,36962040,1192323859,19207000,662323859,false,,,,,,,,,,,2020-08-13 00:00:00.000
IMM,IMMUTEP LIMITED,IMMUTEP,IMMUTEP LTD,biotechnology and medical research,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1988-06-23T00:00:00+1000,,http://www.immutep.com,"Level 12, 95 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 8315 7003,+61 2 8569 1880,BOARDROOM PTY LIMITED,"LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,false,,IMM,false,"""shares""",02152730,2019-09-30T08:11:52+1000,2019-09-29T21:56:17+1000,http://www.asx.com.au/asxpdf/20190930/pdf/44900nzhnzwg4w.pdf,Annual Report to shareholders,false,82,AU000000IMM6,Ordinary Fully Paid,0.18,0.19,0.19,0.18,-0.01,-5.263%,1017553,0.18,0.185,0.19,2.703%,0.495,2020-02-19T00:00:00+1100,0.1,2020-03-30T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0447,2217503,0,92649878,487630938,87774000,487630938,false,XEC,,,,,,,,,,2020-08-13 00:00:00.000
IMPQ,EINVEST FUTURE IMPACT SMALL CAPS FUND (MANAGED FUND),EIVST IMPQ,EINVEST FISCF,To deliver long-term capital growth predominately through investments in Australian and New Zealand listed smaller companies that conduct business taking into consideration ESG criteria and/or may conduct business in industries which have favourable characteristics having regard to ESG.,Not Applic,Not Applic,2019-05-23T00:00:00+1000,,http://www.perennial.net.au,"L27, 88 Phillip St, SYDNEY, NSW, AUSTRALIA, 2000",02 8274 2777,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,IMPQ,false,"""shares""",02150367,2019-09-24T15:28:45+1000,2019-09-24T15:25:45+1000,http://www.asx.com.au/asxpdf/20190924/pdf/448t6bkc3rm3ld.pdf,Annual Report,false,27,AU0000044984,Trading Managed Units Fully Paid,4.32,4.32,4.32,4.32,0.02,0.465%,3000,4.26,4.32,4.3,-1.602%,4.68,2020-02-13T00:00:00+1100,2.81,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,2245,0,0,0,1739000,402642,false,,,,,,,,,,,2020-08-13 00:00:00.000
IMR,"IMRICOR MEDICAL SYSTEMS, INC.",IMRICOR,IMRICOR MED SYS,Development of MRI-compatible medical devices to carry out MRI-guided cardiac catheter ablation procedures.,Health Care Equipment & Services,Health Care,2019-08-30T00:00:00+1000,,http://www.imricor.com,"850, New Burton Road, Suite 201, COUNTRY OF KENT, DEL, UNITED STATES OF AMERICA, 19904",+ 1 952 818 8400,,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Computershare Investor Services Pty Ltd, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",1300 171 785,false,,IMR,false,"""shares""",02228084,2020-04-24T11:59:37+1000,2020-04-24T11:54:55+1000,http://www.asx.com.au/asxpdf/20200424/pdf/44h6zywxjl98xx.pdf,Annual Report,false,54,AU0000054942,Cdi 1:1 Us Person Prohibited Excluding Qib,1.56,1.575,1.605,1.55,-0.015,-0.952%,273148,1.56,1.6,1.575,-0.943%,2.12,2020-07-31T00:00:00+1000,0.75,2020-03-30T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,28456,0,177258928,112545351,154096000,98779675,false,,,,,,,,,,,2020-08-13 00:00:00.000
IMU,IMUGENE LIMITED,IMUGENE,IMUGENE LIMITED,.,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1993-11-24T00:00:00+1100,,http://www.imugene.com,"Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",03 9824 5254,03 9822 7735,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,IMU,false,"""shares""",02141644,2019-08-30T16:53:33+1000,2019-08-30T16:50:40+1000,http://www.asx.com.au/asxpdf/20190830/pdf/4482w1c57tz3f8.pdf,Appendix 4E & Annual Report to shareholders,true,87,AU000000IMU9,Ordinary Fully Paid,0.054,0.054,0.055,0.053,-0.001,-1.818%,8765151,0.054,0.055,0.055,-1.786%,0.067,2020-07-27T00:00:00+1000,0.016,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0025,19572493,0,245618552,4465791847,235431000,4359836782,false,XEC,,,,,,,,,,2020-08-13 00:00:00.000
INA,INGENIA COMMUNITIES GROUP,INGENIA,INGENIA GROUP,"Owns,operates and develops quality affordable seniors living accommodation and holiday communities",Real Estate,Real Estate,2004-07-01T00:00:00+1000,,http://www.ingeniacommunities.com.au,"Level 9, 115 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 132 946,02 8263 0500,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/INA?image_size=L&v=1574034906000,INA,false,"""shares""",02149838,2019-09-23T15:14:23+1000,2019-09-23T15:09:23+1000,http://www.asx.com.au/asxpdf/20190923/pdf/448ryv7bb281mh.pdf,Annual Report to shareholders,false,140,AU000000INA9,Fully Paid Ordinary/units Stapled Securities,4.6,4.7,4.71,4.545,-0.02,-0.433%,1918827,4.59,4.61,4.62,-1.071%,5.28,2020-02-21T00:00:00+1100,2.67,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,28.17,0.164,1558277,2.47,1504053164,325552633,1497542000,325552633,false,"XJO,XKO,XAO,XSO,XAT,XPJ",2020-02-18T00:00:00+1100,2020-02-21T00:00:00+1100,2020-03-26T00:00:00+1100,2020-02-24T00:00:00+1100,0.056,0.0,Interim,AUD DRP 2% DISC,2020-02-24T00:00:00+1100,2020-08-13 00:00:00.000
INCM,BETASHARES GLOBAL INCOME LEADERS ETF,BETA INCM,BETA INCOME LEADERS,"The Fund¿s objective is to provide an investment return that tracks the performance of the Nasdaq Global Income Leaders Index, before taking into account fees and expenses.",Not Applic,Not Applic,2018-10-22T00:00:00+1100,,http://www.betashares.com.au,"Level 11, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9290 6806,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,INCM,false,"""shares"",""etps""",,,,,,,,AU0000022071,Exchange Traded Fund Units Fully Paid,12.64,12.64,12.64,12.64,0.00,0%,1580,12.4,12.68,12.64,1.12%,17.44,2020-02-24T00:00:00+1100,11,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,8352,0,0,0,17088000,1351863,false,,,,,,,,,,,2020-08-13 00:00:00.000
INES,INTELLIGENT INVESTOR ETHICAL SHARE FUND (MANAGED FUND),INT ETH SH,INTLLGNT INV ETH SH,Investing in ESG Australian shares,Not Applic,Not Applic,2019-06-12T00:00:00+1000,,,"Suite 2, Level 2, 66 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8305 6000,,REGISTRY DIRECT,"LEVEL 6, 2 RUSSELL STREET, MELBOURNE, VIC, AUSTRALIA, 3000",1300 556 635,false,,INES,false,"""shares""",02151819,2019-09-27T08:21:58+1000,2019-09-26T22:24:09+1000,http://www.asx.com.au/asxpdf/20190927/pdf/448xljl9n3rm4f.pdf,Annual Report to shareholders,false,25,AU0000043069,Trading Managed Units Fully Paid,2.75,2.75,2.75,2.75,0.03,1.103%,3635,2.5,2.8,2.72,0%,2.77,2020-02-17T00:00:00+1100,1.84,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,9185,0,0,0,19834000,7212260,false,,,,,,,,,,,2020-08-13 00:00:00.000
INF,INFINITY LITHIUM CORPORATION LIMITED,INF LITHI,INFINITY LITHIUM,Mineral exploration.,Materials,Metals & Mining,2011-04-15T00:00:00+1000,,https://www.infinitylithium.com,"Level 2, 38 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6146 5325,08 6146 5325,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,,INF,false,"""shares""",02151458,2019-09-26T11:56:27+1000,2019-09-26T11:51:51+1000,http://www.asx.com.au/asxpdf/20190926/pdf/448wq3q543zjr5.pdf,Annual Report to shareholders,false,75,AU0000007627,Ordinary Fully Paid,0.097,0.091,0.097,0.091,0.001,1.042%,74368,0.096,0.097,0.096,1.053%,0.14,2020-06-18T00:00:00+1000,0.03,2020-05-06T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0079,405210,0,23462140,244397292,23707000,244397292,false,,,,,,,,,,,2020-08-13 00:00:00.000
ING,INGHAMS GROUP LIMITED,INGHAMS,INGHAMS GROUP,Poultry producer,"Food, Beverage & Tobacco",Consumer Staples,2016-11-07T00:00:00+1100,,http://www.inghams.com.au,"Level 4, 1 Julius Avenue, North Ryde, SYDNEY, NSW, AUSTRALIA, 2113",+61 2 9826 4444,+61 2 9826 4444,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/ING?image_size=L&v=1480982782000,ING,false,"""shares"",""warrants""",02147020,2019-09-16T08:31:22+1000,2019-09-16T00:55:35+1000,http://www.asx.com.au/asxpdf/20190916/pdf/448jxjfhndbdtp.pdf,Annual Report to shareholders,false,100,AU000000ING6,Ordinary Fully Paid,3.26,3.27,3.28,3.22,0.03,0.929%,1064610,3.26,3.27,3.23,-0.309%,4.12,2019-08-26T00:00:00+1000,2.89,2019-10-18T00:00:00+1100,2020-08-13T00:00:00+1000,17.73,0.1822,1284738,0,1200525111,371679601,1211675000,371679601,false,"XJO,XKO,XAO,XSO,XAT,XSJ,XDI",2020-02-21T00:00:00+1100,2020-03-13T00:00:00+1100,2020-04-09T00:00:00+1000,2020-03-16T00:00:00+1100,0.073,100.0,Interim,"AUD 0.073 FRANKED, 3 0% CTR",2020-03-16T00:00:00+1100,2020-08-13 00:00:00.000
